buying,maint,doors,persons,trunk,safety,class
med,low,3 a menos,more,pequeño,low,unacc
med,low,3 a menos,more,pequeño,med,unacc
med,low,3 a menos,more,pequeño,high,unacc
med,low,3 a menos,more,mediano,low,unacc
med,low,3 a menos,more,mediano,med,acc
med,low,3 a menos,more,mediano,high,good
med,low,3 a menos,more,grande,low,unacc
med,low,3 a menos,more,grande,med,good
med,low,3 a menos,more,grande,high,vgood
med,low,3 a menos,2,pequeño,low,unacc
med,low,3 a menos,2,pequeño,med,unacc
med,low,3 a menos,2,pequeño,high,unacc
med,low,3 a menos,2,mediano,low,unacc
med,low,3 a menos,2,mediano,med,unacc
med,low,3 a menos,2,mediano,high,unacc
med,low,3 a menos,2,grande,low,unacc
med,low,3 a menos,2,grande,med,unacc
med,low,3 a menos,2,grande,high,unacc
med,low,3 a menos,4,pequeño,low,unacc
med,low,3 a menos,4,pequeño,med,acc
med,low,3 a menos,4,pequeño,high,good
med,low,3 a menos,4,mediano,low,unacc
med,low,3 a menos,4,mediano,med,acc
med,low,3 a menos,4,mediano,high,good
med,low,3 a menos,4,grande,low,unacc
med,low,3 a menos,4,grande,med,good
med,low,3 a menos,4,grande,high,vgood
med,low,3 a menos,more,pequeño,low,unacc
med,low,3 a menos,more,pequeño,med,acc
med,low,3 a menos,more,pequeño,high,good
med,low,3 a menos,more,mediano,low,unacc
med,low,3 a menos,more,mediano,med,good
med,low,3 a menos,more,mediano,high,vgood
med,low,3 a menos,more,grande,low,unacc
med,low,3 a menos,more,grande,med,good
med,low,3 a menos,more,grande,high,vgood
med,low,4 a más,2,pequeño,low,unacc
med,low,4 a más,2,pequeño,med,unacc
med,low,4 a más,2,pequeño,high,unacc
med,low,4 a más,2,mediano,low,unacc
med,low,4 a más,2,mediano,med,unacc
med,low,4 a más,2,mediano,high,unacc
med,low,4 a más,2,grande,low,unacc
med,low,4 a más,2,grande,med,unacc
med,low,4 a más,2,grande,high,unacc
med,low,4 a más,4,pequeño,low,unacc
med,low,4 a más,4,pequeño,med,acc
med,low,4 a más,4,pequeño,high,good
med,low,4 a más,4,mediano,low,unacc
med,low,4 a más,4,mediano,med,good
med,low,4 a más,4,mediano,high,vgood
med,low,4 a más,4,grande,low,unacc
med,low,4 a más,4,grande,med,good
med,low,4 a más,4,grande,high,vgood
med,low,4 a más,more,pequeño,low,unacc
med,low,4 a más,more,pequeño,med,acc
med,low,4 a más,more,pequeño,high,good
med,low,4 a más,more,mediano,low,unacc
med,low,4 a más,more,mediano,med,good
med,low,4 a más,more,mediano,high,vgood
med,low,4 a más,more,grande,low,unacc
med,low,4 a más,more,grande,med,good
med,low,4 a más,more,grande,high,vgood
med,low,4 a más,2,pequeño,low,unacc
med,low,4 a más,2,pequeño,med,unacc
med,low,4 a más,2,pequeño,high,unacc
med,low,4 a más,2,mediano,low,unacc
med,low,4 a más,2,mediano,med,unacc
med,low,4 a más,2,mediano,high,unacc
med,low,4 a más,2,grande,low,unacc
med,low,4 a más,2,grande,med,unacc
med,low,4 a más,2,grande,high,unacc
med,low,4 a más,4,pequeño,low,unacc
med,low,4 a más,4,pequeño,med,acc
med,low,4 a más,4,pequeño,high,good
med,low,4 a más,4,mediano,low,unacc
med,low,4 a más,4,mediano,med,good
med,low,4 a más,4,mediano,high,vgood
med,low,4 a más,4,grande,low,unacc
med,low,4 a más,4,grande,med,good
med,low,4 a más,4,grande,high,vgood
med,low,4 a más,more,pequeño,low,unacc
med,low,4 a más,more,pequeño,med,acc
med,low,4 a más,more,pequeño,high,good
med,low,4 a más,more,mediano,low,unacc
med,low,4 a más,more,mediano,med,good
med,low,4 a más,more,mediano,high,vgood
med,low,4 a más,more,grande,low,unacc
med,low,4 a más,more,grande,med,good
med,low,4 a más,more,grande,high,vgood
low,vhigh,3 a menos,2,pequeño,low,unacc
low,vhigh,3 a menos,2,pequeño,med,unacc
low,vhigh,3 a menos,2,pequeño,high,unacc
low,vhigh,3 a menos,2,mediano,low,unacc
low,vhigh,3 a menos,2,mediano,med,unacc
low,vhigh,3 a menos,2,mediano,high,unacc
low,vhigh,3 a menos,2,grande,low,unacc
low,vhigh,3 a menos,2,grande,med,unacc
low,vhigh,3 a menos,2,grande,high,unacc
low,vhigh,3 a menos,4,pequeño,low,unacc
low,vhigh,3 a menos,4,pequeño,med,unacc
low,vhigh,3 a menos,4,pequeño,high,acc
low,vhigh,3 a menos,4,mediano,low,unacc
low,vhigh,3 a menos,4,mediano,med,unacc
low,vhigh,3 a menos,4,mediano,high,acc
low,vhigh,3 a menos,4,grande,low,unacc
low,vhigh,3 a menos,4,grande,med,acc
low,vhigh,3 a menos,4,grande,high,acc
low,vhigh,3 a menos,more,pequeño,low,unacc
low,vhigh,3 a menos,more,pequeño,med,unacc
low,vhigh,3 a menos,more,pequeño,high,unacc
low,vhigh,3 a menos,more,mediano,low,unacc
low,vhigh,3 a menos,more,mediano,med,unacc
low,vhigh,3 a menos,more,mediano,high,acc
low,vhigh,3 a menos,more,grande,low,unacc
low,vhigh,3 a menos,more,grande,med,acc
low,vhigh,3 a menos,more,grande,high,acc
low,vhigh,3 a menos,2,pequeño,low,unacc
low,vhigh,3 a menos,2,pequeño,med,unacc
low,vhigh,3 a menos,2,pequeño,high,unacc
low,vhigh,3 a menos,2,mediano,low,unacc
low,vhigh,3 a menos,2,mediano,med,unacc
low,vhigh,3 a menos,2,mediano,high,unacc
low,vhigh,3 a menos,2,grande,low,unacc
low,vhigh,3 a menos,2,grande,med,unacc
low,vhigh,3 a menos,2,grande,high,unacc
low,vhigh,3 a menos,4,pequeño,low,unacc
low,vhigh,3 a menos,4,pequeño,med,unacc
low,vhigh,3 a menos,4,pequeño,high,acc
low,vhigh,3 a menos,4,mediano,low,unacc
low,vhigh,3 a menos,4,mediano,med,unacc
low,vhigh,3 a menos,4,mediano,high,acc
low,vhigh,3 a menos,4,grande,low,unacc
low,vhigh,3 a menos,4,grande,med,acc
low,vhigh,3 a menos,4,grande,high,acc
low,vhigh,3 a menos,more,pequeño,low,unacc
low,vhigh,3 a menos,more,pequeño,med,unacc
low,vhigh,3 a menos,more,pequeño,high,acc
low,vhigh,3 a menos,more,mediano,low,unacc
low,vhigh,3 a menos,more,mediano,med,acc
low,vhigh,3 a menos,more,mediano,high,acc
low,vhigh,3 a menos,more,grande,low,unacc
low,vhigh,3 a menos,more,grande,med,acc
low,vhigh,3 a menos,more,grande,high,acc
low,vhigh,4 a más,2,pequeño,low,unacc
low,vhigh,4 a más,2,pequeño,med,unacc
low,vhigh,4 a más,2,pequeño,high,unacc
low,vhigh,4 a más,2,mediano,low,unacc
low,vhigh,4 a más,2,mediano,med,unacc
low,vhigh,4 a más,2,mediano,high,unacc
low,vhigh,4 a más,2,grande,low,unacc
low,vhigh,4 a más,2,grande,med,unacc
low,vhigh,4 a más,2,grande,high,unacc
low,vhigh,4 a más,4,pequeño,low,unacc
low,vhigh,4 a más,4,pequeño,med,unacc
low,vhigh,4 a más,4,pequeño,high,acc
low,vhigh,4 a más,4,mediano,low,unacc
low,vhigh,4 a más,4,mediano,med,acc
low,vhigh,4 a más,4,mediano,high,acc
low,vhigh,4 a más,4,grande,low,unacc
low,vhigh,4 a más,4,grande,med,acc
low,vhigh,4 a más,4,grande,high,acc
low,vhigh,4 a más,more,pequeño,low,unacc
low,vhigh,4 a más,more,pequeño,med,unacc
low,vhigh,4 a más,more,pequeño,high,acc
low,vhigh,4 a más,more,mediano,low,unacc
low,vhigh,4 a más,more,mediano,med,acc
low,vhigh,4 a más,more,mediano,high,acc
low,vhigh,4 a más,more,grande,low,unacc
low,vhigh,4 a más,more,grande,med,acc
low,vhigh,4 a más,more,grande,high,acc
low,vhigh,4 a más,2,pequeño,low,unacc
low,vhigh,4 a más,2,pequeño,med,unacc
low,vhigh,4 a más,2,pequeño,high,unacc
low,vhigh,4 a más,2,mediano,low,unacc
low,vhigh,4 a más,2,mediano,med,unacc
low,vhigh,4 a más,2,mediano,high,unacc
low,vhigh,4 a más,2,grande,low,unacc
low,vhigh,4 a más,2,grande,med,unacc
low,vhigh,4 a más,2,grande,high,unacc
low,vhigh,4 a más,4,pequeño,low,unacc
low,vhigh,4 a más,4,pequeño,med,unacc
low,vhigh,4 a más,4,pequeño,high,acc
low,vhigh,4 a más,4,mediano,low,unacc
low,vhigh,4 a más,4,mediano,med,acc
low,vhigh,4 a más,4,mediano,high,acc
low,vhigh,4 a más,4,grande,low,unacc
low,vhigh,4 a más,4,grande,med,acc
low,vhigh,4 a más,4,grande,high,acc
low,vhigh,4 a más,more,pequeño,low,unacc
low,vhigh,4 a más,more,pequeño,med,unacc
low,vhigh,4 a más,more,pequeño,high,acc
low,vhigh,4 a más,more,mediano,low,unacc
low,vhigh,4 a más,more,mediano,med,acc
low,vhigh,4 a más,more,mediano,high,acc
low,vhigh,4 a más,more,grande,low,unacc
low,vhigh,4 a más,more,grande,med,acc
low,vhigh,4 a más,more,grande,high,acc
low,high,3 a menos,2,pequeño,low,unacc
low,high,3 a menos,2,pequeño,med,unacc
low,high,3 a menos,2,pequeño,high,unacc
low,high,3 a menos,2,mediano,low,unacc
low,high,3 a menos,2,mediano,med,unacc
low,high,3 a menos,2,mediano,high,unacc
low,high,3 a menos,2,grande,low,unacc
low,high,3 a menos,2,grande,med,unacc
low,high,3 a menos,2,grande,high,unacc
low,high,3 a menos,4,pequeño,low,unacc
low,high,3 a menos,4,pequeño,med,acc
low,high,3 a menos,4,pequeño,high,acc
low,high,3 a menos,4,mediano,low,unacc
low,high,3 a menos,4,mediano,med,acc
low,high,3 a menos,4,mediano,high,acc
low,high,3 a menos,4,grande,low,unacc
low,high,3 a menos,4,grande,med,acc
low,high,3 a menos,4,grande,high,vgood
low,high,3 a menos,more,pequeño,low,unacc
low,high,3 a menos,more,pequeño,med,unacc
low,high,3 a menos,more,pequeño,high,unacc
low,high,3 a menos,more,mediano,low,unacc
low,high,3 a menos,more,mediano,med,acc
low,high,3 a menos,more,mediano,high,acc
low,high,3 a menos,more,grande,low,unacc
low,high,3 a menos,more,grande,med,acc
low,high,3 a menos,more,grande,high,vgood
low,high,3 a menos,2,pequeño,low,unacc
low,high,3 a menos,2,pequeño,med,unacc
low,high,3 a menos,2,pequeño,high,unacc
low,high,3 a menos,2,mediano,low,unacc
low,high,3 a menos,2,mediano,med,unacc
low,high,3 a menos,2,mediano,high,unacc
low,high,3 a menos,2,grande,low,unacc
low,high,3 a menos,2,grande,med,unacc
low,high,3 a menos,2,grande,high,unacc
low,high,3 a menos,4,pequeño,low,unacc
low,high,3 a menos,4,pequeño,med,acc
low,high,3 a menos,4,pequeño,high,acc
low,high,3 a menos,4,mediano,low,unacc
low,high,3 a menos,4,mediano,med,acc
low,high,3 a menos,4,mediano,high,acc
low,high,3 a menos,4,grande,low,unacc
low,high,3 a menos,4,grande,med,acc
low,high,3 a menos,4,grande,high,vgood
low,high,3 a menos,more,pequeño,low,unacc
low,high,3 a menos,more,pequeño,med,acc
low,high,3 a menos,more,pequeño,high,acc
low,high,3 a menos,more,mediano,low,unacc
low,high,3 a menos,more,mediano,med,acc
low,high,3 a menos,more,mediano,high,vgood
low,high,3 a menos,more,grande,low,unacc
low,high,3 a menos,more,grande,med,acc
low,high,3 a menos,more,grande,high,vgood
low,high,4 a más,2,pequeño,low,unacc
low,high,4 a más,2,pequeño,med,unacc
low,high,4 a más,2,pequeño,high,unacc
low,high,4 a más,2,mediano,low,unacc
low,high,4 a más,2,mediano,med,unacc
low,high,4 a más,2,mediano,high,unacc
low,high,4 a más,2,grande,low,unacc
low,high,4 a más,2,grande,med,unacc
low,high,4 a más,2,grande,high,unacc
low,high,4 a más,4,pequeño,low,unacc
low,high,4 a más,4,pequeño,med,acc
low,high,4 a más,4,pequeño,high,acc
low,high,4 a más,4,mediano,low,unacc
low,high,4 a más,4,mediano,med,acc
low,high,4 a más,4,mediano,high,vgood
low,high,4 a más,4,grande,low,unacc
low,high,4 a más,4,grande,med,acc
low,high,4 a más,4,grande,high,vgood
low,high,4 a más,more,pequeño,low,unacc
low,high,4 a más,more,pequeño,med,acc
low,high,4 a más,more,pequeño,high,acc
low,high,4 a más,more,mediano,low,unacc
low,high,4 a más,more,mediano,med,acc
low,high,4 a más,more,mediano,high,vgood
low,high,4 a más,more,grande,low,unacc
low,high,4 a más,more,grande,med,acc
low,high,4 a más,more,grande,high,vgood
low,high,4 a más,2,pequeño,low,unacc
low,high,4 a más,2,pequeño,med,unacc
low,high,4 a más,2,pequeño,high,unacc
low,high,4 a más,2,mediano,low,unacc
low,high,4 a más,2,mediano,med,unacc
low,high,4 a más,2,mediano,high,unacc
low,high,4 a más,2,grande,low,unacc
low,high,4 a más,2,grande,med,unacc
low,high,4 a más,2,grande,high,unacc
low,high,4 a más,4,pequeño,low,unacc
low,high,4 a más,4,pequeño,med,acc
low,high,4 a más,4,pequeño,high,acc
low,high,4 a más,4,mediano,low,unacc
low,high,4 a más,4,mediano,med,acc
low,high,4 a más,4,mediano,high,vgood
low,high,4 a más,4,grande,low,unacc
low,high,4 a más,4,grande,med,acc
low,high,4 a más,4,grande,high,vgood
low,high,4 a más,more,pequeño,low,unacc
low,high,4 a más,more,pequeño,med,acc
low,high,4 a más,more,pequeño,high,acc
low,high,4 a más,more,mediano,low,unacc
low,high,4 a más,more,mediano,med,acc
low,high,4 a más,more,mediano,high,vgood
low,high,4 a más,more,grande,low,unacc
low,high,4 a más,more,grande,med,acc
low,high,4 a más,more,grande,high,vgood
low,med,3 a menos,2,pequeño,low,unacc
low,med,3 a menos,2,pequeño,med,unacc
low,med,3 a menos,2,pequeño,high,unacc
low,med,3 a menos,2,mediano,low,unacc
low,med,3 a menos,2,mediano,med,unacc
low,med,3 a menos,2,mediano,high,unacc
low,med,3 a menos,2,grande,low,unacc
low,med,3 a menos,2,grande,med,unacc
low,med,3 a menos,2,grande,high,unacc
low,med,3 a menos,4,pequeño,low,unacc
low,med,3 a menos,4,pequeño,med,acc
low,med,3 a menos,4,pequeño,high,good
low,med,3 a menos,4,mediano,low,unacc
low,med,3 a menos,4,mediano,med,acc
low,med,3 a menos,4,mediano,high,good
low,med,3 a menos,4,grande,low,unacc
low,med,3 a menos,4,grande,med,good
low,med,3 a menos,4,grande,high,vgood
low,med,3 a menos,more,pequeño,low,unacc
low,med,3 a menos,more,pequeño,med,unacc
low,med,3 a menos,more,pequeño,high,unacc
low,med,3 a menos,more,mediano,low,unacc
low,med,3 a menos,more,mediano,med,acc
low,med,3 a menos,more,mediano,high,good
low,med,3 a menos,more,grande,low,unacc
low,med,3 a menos,more,grande,med,good
low,med,3 a menos,more,grande,high,vgood
low,med,3 a menos,2,pequeño,low,unacc
low,med,3 a menos,2,pequeño,med,unacc
low,med,3 a menos,2,pequeño,high,unacc
low,med,3 a menos,2,mediano,low,unacc
low,med,3 a menos,2,mediano,med,unacc
low,med,3 a menos,2,mediano,high,unacc
low,med,3 a menos,2,grande,low,unacc
low,med,3 a menos,2,grande,med,unacc
low,med,3 a menos,2,grande,high,unacc
low,med,3 a menos,4,pequeño,low,unacc
low,med,3 a menos,4,pequeño,med,acc
low,med,3 a menos,4,pequeño,high,good
low,med,3 a menos,4,mediano,low,unacc
low,med,3 a menos,4,mediano,med,acc
low,med,3 a menos,4,mediano,high,good
low,med,3 a menos,4,grande,low,unacc
low,med,3 a menos,4,grande,med,good
low,med,3 a menos,4,grande,high,vgood
low,med,3 a menos,more,pequeño,low,unacc
low,med,3 a menos,more,pequeño,med,acc
low,med,3 a menos,more,pequeño,high,good
low,med,3 a menos,more,mediano,low,unacc
low,med,3 a menos,more,mediano,med,good
low,med,3 a menos,more,mediano,high,vgood
low,med,3 a menos,more,grande,low,unacc
low,med,3 a menos,more,grande,med,good
low,med,3 a menos,more,grande,high,vgood
low,med,4 a más,2,pequeño,low,unacc
low,med,4 a más,2,pequeño,med,unacc
low,med,4 a más,2,pequeño,high,unacc
low,med,4 a más,2,mediano,low,unacc
low,med,4 a más,2,mediano,med,unacc
low,med,4 a más,2,mediano,high,unacc
low,med,4 a más,2,grande,low,unacc
low,med,4 a más,2,grande,med,unacc
low,med,4 a más,2,grande,high,unacc
low,med,4 a más,4,pequeño,low,unacc
low,med,4 a más,4,pequeño,med,acc
low,med,4 a más,4,pequeño,high,good
low,med,4 a más,4,mediano,low,unacc
low,med,4 a más,4,mediano,med,good
low,med,4 a más,4,mediano,high,vgood
low,med,4 a más,4,grande,low,unacc
low,med,4 a más,4,grande,med,good
low,med,4 a más,4,grande,high,vgood
low,med,4 a más,more,pequeño,low,unacc
low,med,4 a más,more,pequeño,med,acc
low,med,4 a más,more,pequeño,high,good
low,med,4 a más,more,mediano,low,unacc
low,med,4 a más,more,mediano,med,good
low,med,4 a más,more,mediano,high,vgood
low,med,4 a más,more,grande,low,unacc
low,med,4 a más,more,grande,med,good
low,med,4 a más,more,grande,high,vgood
low,med,4 a más,2,pequeño,low,unacc
low,med,4 a más,2,pequeño,med,unacc
low,med,4 a más,2,pequeño,high,unacc
low,med,4 a más,2,mediano,low,unacc
low,med,4 a más,2,mediano,med,unacc
low,med,4 a más,2,mediano,high,unacc
low,med,4 a más,2,grande,low,unacc
low,med,4 a más,2,grande,med,unacc
low,med,4 a más,2,grande,high,unacc
low,med,4 a más,4,pequeño,low,unacc
low,med,4 a más,4,pequeño,med,acc
low,med,4 a más,4,pequeño,high,good
low,med,4 a más,4,mediano,low,unacc
low,med,4 a más,4,mediano,med,good
low,med,4 a más,4,mediano,high,vgood
low,med,4 a más,4,grande,low,unacc
low,med,4 a más,4,grande,med,good
low,med,4 a más,4,grande,high,vgood
low,med,4 a más,more,pequeño,low,unacc
low,med,4 a más,more,pequeño,med,acc
low,med,4 a más,more,pequeño,high,good
low,med,4 a más,more,mediano,low,unacc
low,med,4 a más,more,mediano,med,good
low,med,4 a más,more,mediano,high,vgood
low,med,4 a más,more,grande,low,unacc
low,med,4 a más,more,grande,med,good
low,med,4 a más,more,grande,high,vgood
low,low,3 a menos,2,pequeño,low,unacc
low,low,3 a menos,2,pequeño,med,unacc
low,low,3 a menos,2,pequeño,high,unacc
low,low,3 a menos,2,mediano,low,unacc
low,low,3 a menos,2,mediano,med,unacc
low,low,3 a menos,2,mediano,high,unacc
low,low,3 a menos,2,grande,low,unacc
low,low,3 a menos,2,grande,med,unacc
low,low,3 a menos,2,grande,high,unacc
low,low,3 a menos,4,pequeño,low,unacc
low,low,3 a menos,4,pequeño,med,acc
low,low,3 a menos,4,pequeño,high,good
low,low,3 a menos,4,mediano,low,unacc
low,low,3 a menos,4,mediano,med,acc
low,low,3 a menos,4,mediano,high,good
low,low,3 a menos,4,grande,low,unacc
low,low,3 a menos,4,grande,med,good
low,low,3 a menos,4,grande,high,vgood
low,low,3 a menos,more,pequeño,low,unacc
low,low,3 a menos,more,pequeño,med,unacc
low,low,3 a menos,more,pequeño,high,unacc
low,low,3 a menos,more,mediano,low,unacc
low,low,3 a menos,more,mediano,med,acc
low,low,3 a menos,more,mediano,high,good
low,low,3 a menos,more,grande,low,unacc
low,low,3 a menos,more,grande,med,good
low,low,3 a menos,more,grande,high,vgood
low,low,3 a menos,2,pequeño,low,unacc
low,low,3 a menos,2,pequeño,med,unacc
low,low,3 a menos,2,pequeño,high,unacc
low,low,3 a menos,2,mediano,low,unacc
low,low,3 a menos,2,mediano,med,unacc
low,low,3 a menos,2,mediano,high,unacc
low,low,3 a menos,2,grande,low,unacc
low,low,3 a menos,2,grande,med,unacc
low,low,3 a menos,2,grande,high,unacc
low,low,3 a menos,4,pequeño,low,unacc
low,low,3 a menos,4,pequeño,med,acc
low,low,3 a menos,4,pequeño,high,good
low,low,3 a menos,4,mediano,low,unacc
low,low,3 a menos,4,mediano,med,acc
low,low,3 a menos,4,mediano,high,good
low,low,3 a menos,4,grande,low,unacc
low,low,3 a menos,4,grande,med,good
low,low,3 a menos,4,grande,high,vgood
low,low,3 a menos,more,pequeño,low,unacc
low,low,3 a menos,more,pequeño,med,acc
low,low,3 a menos,more,pequeño,high,good
low,low,3 a menos,more,mediano,low,unacc
low,low,3 a menos,more,mediano,med,good
low,low,3 a menos,more,mediano,high,vgood
low,low,3 a menos,more,grande,low,unacc
low,low,3 a menos,more,grande,med,good
low,low,3 a menos,more,grande,high,vgood
low,low,4 a más,2,pequeño,low,unacc
low,low,4 a más,2,pequeño,med,unacc
low,low,4 a más,2,pequeño,high,unacc
low,low,4 a más,2,mediano,low,unacc
low,low,4 a más,2,mediano,med,unacc
low,low,4 a más,2,mediano,high,unacc
low,low,4 a más,2,grande,low,unacc
low,low,4 a más,2,grande,med,unacc
low,low,4 a más,2,grande,high,unacc
low,low,4 a más,4,pequeño,low,unacc
low,low,4 a más,4,pequeño,med,acc
low,low,4 a más,4,pequeño,high,good
low,low,4 a más,4,mediano,low,unacc
low,low,4 a más,4,mediano,med,good
low,low,4 a más,4,mediano,high,vgood
low,low,4 a más,4,grande,low,unacc
low,low,4 a más,4,grande,med,good
low,low,4 a más,4,grande,high,vgood
low,low,4 a más,more,pequeño,low,unacc
low,low,4 a más,more,pequeño,med,acc
low,low,4 a más,more,pequeño,high,good
low,low,4 a más,more,mediano,low,unacc
low,low,4 a más,more,mediano,med,good
low,low,4 a más,more,mediano,high,vgood
low,low,4 a más,more,grande,low,unacc
low,low,4 a más,more,grande,med,good
low,low,4 a más,more,grande,high,vgood
low,low,4 a más,2,pequeño,low,unacc
low,low,4 a más,2,pequeño,med,unacc
low,low,4 a más,2,pequeño,high,unacc
low,low,4 a más,2,mediano,low,unacc
low,low,4 a más,2,mediano,med,unacc
low,low,4 a más,2,mediano,high,unacc
low,low,4 a más,2,grande,low,unacc
low,low,4 a más,2,grande,med,unacc
low,low,4 a más,2,grande,high,unacc
low,low,4 a más,4,pequeño,low,unacc
low,low,4 a más,4,pequeño,med,acc
low,low,4 a más,4,pequeño,high,good
low,low,4 a más,4,mediano,low,unacc
low,low,4 a más,4,mediano,med,good
low,low,4 a más,4,mediano,high,vgood
low,low,4 a más,4,grande,low,unacc
low,low,4 a más,4,grande,med,good
low,low,4 a más,4,grande,high,vgood
low,low,4 a más,more,pequeño,low,unacc
low,low,4 a más,more,pequeño,med,acc
low,low,4 a más,more,pequeño,high,good
low,low,4 a más,more,mediano,low,unacc
low,low,4 a más,more,mediano,med,good
low,low,4 a más,more,mediano,high,vgood
low,low,4 a más,more,grande,low,unacc
low,low,4 a más,more,grande,med,good
low,low,4 a más,more,grande,high,vgood
